source,target,version,fromRole,toRole
wallet.WalletActivity,wallet.Application,2011-03-26-bitcoin-wallet-0739f762da6005db447c8f5feffca65a8c7480f2,Interfacer,Information Holder
wallet.Service,wallet.Application,2011-07-02-bitcoin-wallet-33d1e8946a6356686916b124770725f52b4bb8fc,Interfacer,Information Holder
wallet.Service,wallet.Service$LocalBinder,2011-07-02-bitcoin-wallet-33d1e8946a6356686916b124770725f52b4bb8fc,Interfacer,Information Holder
wallet.Service$LocalBinder,wallet.Service,2011-07-02-bitcoin-wallet-33d1e8946a6356686916b124770725f52b4bb8fc,Information Holder,Interfacer
wallet.WalletActivity,wallet.Application,2011-07-02-bitcoin-wallet-33d1e8946a6356686916b124770725f52b4bb8fc,Interfacer,Information Holder
wallet.WalletActivity,wallet.Service,2011-07-02-bitcoin-wallet-33d1e8946a6356686916b124770725f52b4bb8fc,Interfacer,Interfacer
wallet.AbstractWalletActivity,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Structurer,Interfacer
wallet.AbstractWalletActivity,wallet.util.ActionBarFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Structurer,Interfacer
wallet.AddressBookActivity,wallet.AbstractWalletActivity,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Structurer
wallet.AddressBookProvider,wallet.AddressBookProvider$Helper,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Service Provider
wallet.AddressBookProvider$Helper,wallet.AddressBookProvider,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Service Provider
wallet.AmountCalculatorFragment,wallet.AmountCalculatorFragment$Listener,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.AmountCalculatorFragment,wallet.CurrencyAmountView,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.AmountCalculatorFragment$Listener,wallet.AmountCalculatorFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Interfacer
wallet.BitcoinURI,wallet.BitcoinURI$ParseException,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Information Holder,Information Holder
wallet.BitcoinURI$ParseException,wallet.BitcoinURI,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Information Holder,Information Holder
wallet.CurrencyAmountView,wallet.CurrencyAmountView$Listener,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.CurrencyAmountView,wallet.CurrencyAmountView$TextViewListener,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.CurrencyAmountView,wallet.CurrencyCodeDrawable,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Information Holder
wallet.CurrencyAmountView$Listener,wallet.CurrencyAmountView,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Interfacer
wallet.CurrencyAmountView$TextViewListener,wallet.CurrencyAmountView,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Interfacer
wallet.ExchangeRatesFragment,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.RequestCoinsActivity,wallet.AbstractWalletActivity,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Coordinator,Structurer
wallet.RequestCoinsFragment,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.RequestCoinsFragment,wallet.CurrencyAmountView,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.SendCoinsActivity,wallet.AbstractWalletActivity,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Structurer
wallet.SendCoinsFragment,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.SendCoinsFragment,wallet.CurrencyAmountView,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.SendCoinsFragment,wallet.CurrencyAmountView$Listener,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.SendCoinsFragment,wallet.SendCoinsFragment$AutoCompleteAdapter,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.SendCoinsFragment,wallet.SendCoinsFragment$State,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Information Holder
wallet.SendCoinsFragment,wallet.Service,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.SendCoinsFragment$AutoCompleteAdapter,wallet.SendCoinsFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Interfacer
wallet.SendCoinsFragment$State,wallet.SendCoinsFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Information Holder,Interfacer
wallet.Service,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.Service,wallet.Service$LocalBinder,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Information Holder
wallet.Service$LocalBinder,wallet.Service,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Information Holder,Interfacer
wallet.TransactionActivity,wallet.AbstractWalletActivity,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Structurer
wallet.WalletActivity,wallet.AbstractWalletActivity,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Structurer
wallet.WalletAddressFragment,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.WalletAddressesFragment,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.WalletAddressesFragment,wallet.WalletAddressesFragment$Adapter,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.WalletAddressesFragment$Adapter,wallet.WalletAddressesFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Interfacer
wallet.WalletBalanceFragment,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.WalletBalanceFragment,wallet.CurrencyAmountView,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.WalletTransactionsFragment,wallet.WalletTransactionsFragment$ListFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Interfacer
wallet.WalletTransactionsFragment,wallet.WalletTransactionsFragment$PagerAdapter,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Information Holder
wallet.WalletTransactionsFragment$ListFragment,wallet.Application,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Interfacer
wallet.WalletTransactionsFragment$ListFragment,wallet.WalletTransactionsFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.WalletTransactionsFragment$PagerAdapter,wallet.WalletTransactionsFragment,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Information Holder,Service Provider
wallet.store.SQLiteBlockStore,wallet.store.SQLiteBlockStore$Helper,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Interfacer,Service Provider
wallet.store.SQLiteBlockStore$Helper,wallet.store.SQLiteBlockStore,2012-01-01-bitcoin-wallet-b419a9f80a007c9b805aa581d8125d751aeb2011,Service Provider,Interfacer
wallet.AddressBookProvider,wallet.AddressBookProvider$Helper,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Service Provider
wallet.AddressBookProvider$Helper,wallet.AddressBookProvider,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Service Provider
wallet.DetermineFirstSeenThread,wallet.Constants,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Coordinator,Information Holder
wallet.DetermineFirstSeenThread,wallet.util.IOUtils,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Coordinator,Service Provider
wallet.DetermineFirstSeenThread,wallet.util.Iso8601Format,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Coordinator,Service Provider
wallet.service.BlockchainService,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.service.BlockchainService,wallet.service.BlockchainService$LocalBinder,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Information Holder
wallet.service.BlockchainService$LocalBinder,wallet.service.BlockchainService,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Information Holder,Interfacer
wallet.store.SQLiteBlockStore,wallet.store.SQLiteBlockStore$Helper,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.store.SQLiteBlockStore$Helper,wallet.store.SQLiteBlockStore,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Structurer,Interfacer
wallet.ui.AbstractWalletActivity,wallet.util.ActionBarFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Structurer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Structurer
wallet.ui.AddressBookActivity,wallet.ui.AddressBookActivity$PagerAdapter,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Information Holder
wallet.ui.AddressBookActivity,wallet.ui.AddressBookActivity$ProxyOnPageChangeListener,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.AddressBookActivity$PagerAdapter,wallet.ui.AddressBookActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Information Holder,Interfacer
wallet.ui.AddressBookActivity$ProxyOnPageChangeListener,wallet.ui.AddressBookActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.AmountCalculatorFragment,wallet.ui.AmountCalculatorFragment$Listener,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.AmountCalculatorFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.AmountCalculatorFragment$Listener,wallet.ui.AmountCalculatorFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyAmountView$Listener,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyAmountView$TextViewListener,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyCodeDrawable,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Information Holder
wallet.ui.CurrencyAmountView$Listener,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.CurrencyAmountView$TextViewListener,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Coordinator,Structurer
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.service.BlockchainService,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView$Listener,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.SendCoinsFragment,wallet.ui.SendCoinsFragment$AutoCompleteAdapter,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.SendCoinsFragment,wallet.ui.SendCoinsFragment$State,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Information Holder
wallet.ui.SendCoinsFragment$AutoCompleteAdapter,wallet.ui.SendCoinsFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.SendCoinsFragment$State,wallet.ui.SendCoinsFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Information Holder,Interfacer
wallet.ui.TransactionActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Structurer
wallet.ui.WalletActivity,wallet.service.BlockchainService,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletActivity,wallet.ui.AbstractWalletActivity,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Structurer
wallet.ui.WalletAddressFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletAddressesFragment,wallet.ui.WalletAddressesFragment$Adapter,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.WalletAddressesFragment$Adapter,wallet.ui.WalletAddressesFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.WalletBalanceFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletBalanceFragment,wallet.ui.CurrencyAmountView,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletTransactionsFragment,wallet.ui.WalletTransactionsFragment$ListFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Interfacer
wallet.ui.WalletTransactionsFragment,wallet.ui.WalletTransactionsFragment$PagerAdapter,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Information Holder
wallet.ui.WalletTransactionsFragment,wallet.ui.WalletTransactionsFragment$TransactionsLoader,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Service Provider
wallet.ui.WalletTransactionsFragment$ListFragment,wallet.WalletApplication,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Interfacer
wallet.ui.WalletTransactionsFragment$ListFragment,wallet.ui.WalletTransactionsFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Interfacer,Service Provider
wallet.ui.WalletTransactionsFragment$PagerAdapter,wallet.ui.WalletTransactionsFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Information Holder,Service Provider
wallet.ui.WalletTransactionsFragment$TransactionsLoader,wallet.ui.WalletTransactionsFragment,2012-04-02-bitcoin-wallet-fe59b121d241ec50bd366e35231fd316f249a365,Service Provider,Service Provider
wallet.AddressBookProvider,wallet.AddressBookProvider$Helper,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Service Provider
wallet.AddressBookProvider$Helper,wallet.AddressBookProvider,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Service Provider
wallet.DetermineFirstSeenThread,wallet.Constants,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Information Holder
wallet.DetermineFirstSeenThread,wallet.util.IOUtils,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Service Provider
wallet.DetermineFirstSeenThread,wallet.util.Iso8601Format,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Service Provider
wallet.service.BlockchainServiceImpl,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.service.BlockchainServiceImpl,wallet.service.BlockchainServiceImpl$LocalBinder,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.service.BlockchainServiceImpl$LocalBinder,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Information Holder,Information Holder
wallet.service.BlockchainServiceImpl$LocalBinder,wallet.service.BlockchainServiceImpl,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Information Holder,Interfacer
wallet.store.SQLiteBlockStore,wallet.store.SQLiteBlockStore$Helper,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.store.SQLiteBlockStore$Helper,wallet.store.SQLiteBlockStore,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Interfacer
wallet.ui.AbstractWalletActivity,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Structurer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.AddressBookActivity,wallet.ui.AddressBookActivity$PagerAdapter,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.AddressBookActivity,wallet.ui.SendingAddressesFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.AddressBookActivity,wallet.ui.WalletAddressesFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.AddressBookActivity$PagerAdapter,wallet.ui.AddressBookActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Information Holder,Interfacer
wallet.ui.AmountCalculatorFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.AmountCalculatorFragment,wallet.ui.AmountCalculatorFragment$Listener,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.ui.AmountCalculatorFragment,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.AmountCalculatorFragment$Listener,wallet.ui.AmountCalculatorFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Interfacer
wallet.ui.BlockchainStateFragment,wallet.ui.BlockchainStateFragment$BlockchainBroadcastReceiver,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.ui.BlockchainStateFragment$BlockchainBroadcastReceiver,wallet.ui.BlockchainStateFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Interfacer
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyAmountView$Listener,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyAmountView$TextViewListener,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.ui.CurrencyAmountView,wallet.ui.CurrencyCodeDrawable,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.CurrencyAmountView$Listener,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Interfacer
wallet.ui.CurrencyAmountView$TextViewListener,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.ExchangeRatesFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.PeerListFragment,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.PeerListFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.PeerListFragment,wallet.ui.PeerListFragment$PeerLoader,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.ui.PeerListFragment$PeerLoader,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Information Holder
wallet.ui.PeerListFragment$PeerLoader,wallet.ui.PeerListFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Interfacer
wallet.ui.PeerMonitorActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Service Provider,Structurer
wallet.ui.RequestCoinsActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Coordinator,Structurer
wallet.ui.RequestCoinsFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.RequestCoinsFragment,wallet.ui.AmountCalculatorFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.RequestCoinsFragment,wallet.ui.AmountCalculatorFragment$Listener,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.ui.RequestCoinsFragment,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.SendCoinsActivity,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.WalletApplication,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.service.BlockchainService,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Information Holder
wallet.ui.SendCoinsFragment,wallet.ui.AbstractWalletActivity,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Structurer
wallet.ui.SendCoinsFragment,wallet.ui.AmountCalculatorFragment,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
wallet.ui.SendCoinsFragment,wallet.ui.AmountCalculatorFragment$Listener,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Service Provider
wallet.ui.SendCoinsFragment,wallet.ui.CurrencyAmountView,2012-07-02-bitcoin-wallet-77fc50b01fa2d55e4882f371864eaa93b261ae3d,Interfacer,Interfacer
